Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Bacteria Count (CFU/mL),Fecal Coliform,Total Coliform,Temperature,Diarrheal Cases Likelihood (%),Cholera Cases Likelihood (%),Typhoid Cases Likelihood (%)
Pond,20.48,7.1,5.317730077373691,8.35,3.4,6400.0,64.0,106.5,18.5,13.772132471611414,25.375303645918816,18.888852408028008
Pond,20.48,7.0,6.11890815598673,8.25,3.3,6600.0,66.0,129.0,18.0,7.538709719386027,17.094102798220234,20.372769900608287
River,19.58,6.95,4.577786170602817,8.3,3.45,6650.0,66.5,102.5,18.0,19.909401075535264,21.54573878513881,24.235982623541837
River,16.82,6.95,4.450312488523114,8.35,3.55,5450.0,54.5,113.0,18.0,19.111034866678175,22.676089587823625,23.177730829458863
Well,16.62,6.9,4.627621849859092,8.15,3.5,7200.0,72.0,139.5,17.0,15.889824253688795,14.45016307581831,23.11335301562568
Spring,17.44,7.0,5.023490296882371,8.3,3.15,7600.0,76.0,112.5,17.5,16.764820057742046,15.136412410466791,15.621609484489465
Lake,18.88,7.05,5.149967264260378,7.7,3.3,6800.0,68.0,117.5,17.5,18.37820550111196,22.287996823370435,9.900927777707384
River,19.66,7.1,5.93642496617375,7.85,3.15,7200.0,72.0,127.0,19.0,10.66530303674744,24.099616524369864,17.58828813547666
Well,21.36,7.15,5.216189785308703,7.1,1.2,64500.0,645.0,1255.0,24.0,30.739451277523216,35.20442216901241,40.70942968161062
Tap,19.98,7.0,5.428810257489353,5.75,0.9,105500.0,1055.0,1600.0,23.0,48.930195784264434,42.1087997546948,55.79453363566109
River,21.34,7.25,5.81014781585595,6.6,0.7,51500.0,515.0,1160.0,22.5,22.93234104993352,36.17028835601652,34.16941603991045
Pond,21.16,7.35,5.882219417029375,6.7,1.1,64500.0,645.0,1455.0,25.5,33.60272278208122,30.47758354757451,37.62152450692911
River,20.98,7.15,5.980807439044445,6.2,1.35,86000.0,860.0,1750.0,23.0,35.17796926685558,38.69666068620697,44.84038969400934
Lake,21.38,7.35,5.187678954081066,6.7,1.1,60500.0,605.0,1700.0,23.0,32.88803529732016,32.82441875367317,31.240601225181937
Pond,16.74,7.35,3.482942914632189,6.0,1.3,4850.0,48.5,152.0,25.75,12.59710558830529,19.99397625301305,15.344630670376471
River,15.93,7.35,4.638838410949255,6.0,1.3,4200.0,42.0,152.0,26.0,6.588237706528877,16.852155294835296,24.367857304046478
Well,15.43,7.4,4.041157005989795,5.85,1.2,4450.0,44.5,147.0,26.0,16.706977331638342,14.942514914222974,10.887772804100644
Lake,20.03,6.85,5.500756731721723,7.05,0.625,81500.0,815.0,3800.0,16.5,34.81864391445497,39.47701003098164,48.5939770836082
Pond,11.95,7.0,4.275575987761261,7.6,0.43,3700.0,37.0,140.0,16.8,8.013294501896496,11.979025693936777,12.650117516419757
Tap,12.33,7.0,3.682837317146429,7.2,0.425,1950.0,19.5,390.0,15.65,11.121762775704726,13.553013775487129,20.52201627379859
Well,10.74,7.1,3.714648592031913,7.4,0.39,200.0,2.0,54.0,16.25,13.949715865615628,0.0,5.859764826104097
Spring,11.54,6.7,3.2837592407050544,7.7,0.415,300.0,3.0,140.0,18.5,6.086921745941921,9.417543477256968,16.161972416307115
Lake,12.86,7.1,4.7803739624409936,7.4,0.42,1050.0,10.5,175.0,17.8,10.30705848484916,11.930531603767276,9.635610821487695
Pond,12.71,6.65,4.377670421221602,7.85,0.395,1150.0,11.5,145.0,17.0,11.646429095923953,6.096135855112413,6.145684547429153
River,21.58,7.2,5.750517925760463,5.4,1.1,75500.0,755.0,1600.0,26.5,38.772558547873786,37.912012756222325,40.170492548394336
Lake,21.4,7.3,6.2357854754771775,5.4,1.4,66500.0,665.0,1300.0,25.5,34.3121622683125,32.94926760089016,41.716042319382034
Lake,20.44,7.15,5.822687974792574,7.85,3.25,5950.0,59.5,91.0,16.5,14.78440336233496,24.138028807672143,15.009260822198463
Spring,22.92,7.5,6.684315778766174,6.95,1.2,105500.0,1055.0,1600.0,27.5,43.46040248216997,52.83822123016911,41.41242703585091
Lake,22.06,7.0,5.642538269709948,5.6,1.25,78000.0,780.0,1700.0,22.0,37.621780185097066,35.38810961953355,39.630386140040855
Lake,29.1,7.15,8.21802572999922,4.6,1.45,65000.0,650.0,1550.0,24.5,29.337008699880577,32.78840187036326,35.69545012061738
Lake,29.64,7.55,6.154212243424794,5.35,2.02,9500.0,95.0,140.0,27.0,4.743817912084718,15.825756974209384,21.50049297808646
Well,15.43,8.2,1.6206302567884427,7.85,0.69,12350.0,123.5,261.0,28.5,15.901206951446476,13.124396961800633,22.42888456655305
Tap,17.15,8.15,1.9083707436671125,8.0,0.93,800.0,8.0,35.5,28.5,14.102802319444354,12.423310658861547,13.806531511827735
River,15.57,8.2,1.4803839111199495,7.85,0.535,650.0,6.5,18.5,26.5,1.4574678140653905,7.785772468972222,22.983564497602256
River,15.3,8.2,2.365296582777721,7.8,0.68,450.0,4.5,17.0,26.5,6.577860213284749,6.381380895719236,14.764508173829064
Tap,15.43,8.2,2.858771127897981,7.85,1.095,650.0,6.5,32.0,26.75,13.260825553907138,14.409650567618982,12.5312340924502
Lake,17.75,8.05,3.251178526048014,7.85,0.75,1050.0,10.5,46.0,28.5,18.14487842380761,14.060017567165806,5.654213471037154
Well,26.46,8.55,2.787047390209888,7.45,0.78,4700.0,47.0,206.5,29.5,11.978253452228824,9.320939394879174,13.85452627694571
Tap,26.68,8.3,3.314307772785646,7.7,1.165,1700.0,17.0,43.5,27.0,8.819791969860105,16.03447829123098,13.071288090983366
Spring,16.61,8.3,1.8099492708925544,8.0,1.09,1700.0,17.0,45.5,26.0,10.666073829269587,9.495397406490392,19.578936156867584
Tap,18.37,7.75,2.148308780322423,7.4,1.195,200.0,2.0,44.5,21.0,16.0415270253225,12.87235858238787,16.693645633042397
River,21.0,7.75,4.47222615055169,7.25,0.665,200.0,2.0,47.0,25.0,7.829148120654946,14.46737340565572,7.477777190023517
River,21.4,8.0,4.692032724469653,7.4,0.535,200.0,2.0,47.5,24.5,7.068474142530344,10.700055785679456,14.221899709738134
Lake,18.67,7.75,3.4836526259529537,7.25,1.14,200.0,2.0,25.5,21.0,9.150849719658355,13.63887150900138,17.688871496261562
Pond,16.67,8.3,1.4662789499800617,7.8,0.38,800.0,8.0,40.5,26.5,6.440329639582252,8.61802969043941,21.120506305172785
Well,26.88,7.55,4.8304399802436055,7.3,1.64,200.0,2.0,45.0,25.0,12.173277937333497,11.691965883500966,19.58431921382884
Pond,25.03,7.75,4.347765249747574,7.55,0.625,200.0,2.0,48.5,26.0,16.105026626610293,10.123910797687817,17.389920731661245
Pond,15.08,8.25,2.8348362744150197,7.8,0.35,550.0,5.5,30.5,27.0,10.989442137470348,7.527658142344043,13.455975141228915
Spring,21.42,7.6,4.683299123048424,7.1,0.61,200.0,2.0,48.0,25.5,9.189400253289026,10.213294295804651,15.444702868360356
Spring,18.65,7.55,3.780060106836322,7.3,0.65,200.0,2.0,47.5,24.5,9.094840613551757,4.519862022208579,19.915050567627944
Pond,17.19,7.9,2.493066541331653,7.3,1.115,200.0,2.0,41.5,20.75,5.142748204805113,9.634508084276645,7.353432854178347
Tap,20.65,7.7,2.3453932390555243,6.3,0.675,700.0,7.0,38.0,26.0,13.611230220035548,10.011717059831351,11.9106316643038
Tap,29.32,7.65,6.343660451363414,4.75,0.88,9550.0,95.5,325.0,28.5,13.425050201094727,13.37003098236012,13.009218101216575
Spring,18.0,7.8,3.977571160250619,5.9,1.01,1750.0,17.5,93.5,28.0,10.579763288855634,11.035789754828915,16.50211592346558
Tap,20.24,8.0,2.882136976832228,6.35,0.94,400.0,4.0,24.5,27.5,22.389903493775087,11.245310956765444,20.323116120400574
Pond,18.0,7.8,3.752023257758922,5.9,0.675,1750.0,17.5,93.5,28.0,11.818610361460586,13.550468045119285,10.982838177148494
Well,21.36,7.95,3.4848711908137795,5.65,0.835,700.0,7.0,41.5,29.5,7.869952779816626,15.110228285173063,1.6813288547412275
Well,20.43,7.95,3.103563583868828,6.05,1.025,300.0,3.0,27.0,29.5,9.217838330739283,8.880185554161866,11.988083329478618
Pond,34.53,7.5,6.821484820022721,4.85,2.8,9650.0,96.5,165.0,27.0,20.939094282704584,12.334390688715771,24.622890523435075
Tap,25.03,7.6,2.232378838790313,6.35,0.885,650.0,6.5,38.0,25.5,11.109474376822384,7.153870352398073,16.77924447574661
Well,20.11,7.7,3.223175347326409,7.65,0.45,200.0,2.0,60.5,26.85,4.584960596217376,8.665389251404076,15.3983452248659
Tap,31.89,7.25,3.026061053705576,6.65,0.33,200.0,2.0,11.0,26.4,13.079742894847085,9.086861514569009,11.61643341555972
River,44.89,7.45,5.857362566458194,7.35,0.4,200.0,2.0,75.5,26.5,7.417783463358966,7.490515431410941,6.642650514062322
Pond,21.41,7.6,4.017631775985865,7.4,0.8,400.0,4.0,32.5,22.9,17.34188526791235,5.876101933218285,16.44810480254452
Tap,21.84,7.55,3.525137246003707,7.65,0.77,250.0,2.5,26.5,22.75,14.336219933145657,9.29775836779708,9.424369637318998
Spring,18.72,7.7,4.106989955367111,7.1,0.485,200.0,2.0,45.5,24.5,8.271050190046946,11.515150618983132,24.46454004567552
Spring,22.42,7.5,4.9438359751545855,7.1,0.635,200.0,2.0,48.0,25.0,14.85423775803608,13.485151333189194,16.421837876913635
Well,14.72,8.15,2.6395152002333884,7.5,1.01,200.0,2.0,43.0,20.5,10.953650005173678,9.192701826332843,11.04866056793669
Well,14.09,7.9,3.0570833500217125,7.45,0.57,200.0,2.0,44.0,20.5,13.151276745947268,9.13706306095024,10.224050819471412
Tap,19.1,7.9,4.628753855023652,8.4,3.685,1800.0,18.0,205.0,20.0,17.173889871105068,12.19958768060061,18.150919745443268
Tap,15.31,7.95,2.7347494261947363,7.55,1.05,200.0,2.0,41.0,20.5,7.665581735088647,11.456349243694024,12.86274079033376
Spring,18.69,7.7,3.96209087967766,7.85,1.16,9150.0,91.5,290.0,24.0,11.607499971202786,11.140147245235315,22.960688650107148
Well,17.02,7.75,3.612474151424178,7.95,1.725,5800.0,58.0,300.0,21.0,17.482000366323636,16.836492517285777,17.92771736788807
River,13.32,8.0,1.4740394176322076,7.45,0.89,200.0,2.0,36.0,20.75,9.283714165665714,3.8629520125335417,10.083725682734746
Pond,13.75,8.05,1.867404468900724,7.4,0.96,200.0,2.0,39.5,20.5,9.14198746564643,9.940196425193912,23.653631741889782
Lake,19.96,7.45,4.433437133722262,7.0,0.765,400.0,4.0,40.0,22.9,6.914048314922641,12.506002167820451,13.999724054220836
Pond,17.32,7.6,4.322483856750642,7.5,0.48,200.0,2.0,40.0,22.2,11.452963150417522,11.514182269312608,17.18767486215995
Spring,21.78,7.55,3.875481980221811,7.4,0.87,800.0,8.0,43.5,23.3,18.279217729270396,22.809585740464755,10.918801913034844
River,21.4,7.65,4.038278481527883,7.6,0.87,550.0,5.5,26.0,22.35,6.7177968117159566,12.919317103627757,15.82237882762118
River,23.21,7.75,4.405625077271768,7.3,1.18,300.0,3.0,42.0,22.35,11.12241733992498,7.642267243815684,15.949034106243806
Lake,40.51,7.55,5.789440404227619,7.1,0.385,200.0,2.0,67.5,26.5,15.00849565195349,10.27786858649804,3.471466256887465
Lake,16.56,7.7,4.184787455717288,7.85,1.32,2400.0,24.0,195.0,24.0,11.64347525611152,5.285258837640877,25.581893112113235
Lake,13.65,8.05,2.5610412042596167,7.55,0.535,200.0,2.0,37.0,20.75,11.626068692788778,10.47295520334959,19.932802628879674
Pond,22.33,7.65,3.0222297796997872,7.45,0.76,500.0,5.0,55.5,26.75,6.5493819617357705,7.78659074426859,11.735525834416848
Tap,44.89,7.45,4.071776839871214,7.35,0.4,200.0,2.0,75.5,26.5,11.432043373791783,14.539169957734137,7.544270737880621
River,25.450000000000003,7.9,4.601731817933612,7.75,0.53,300.0,3.0,81.5,27.0,9.350909794078463,8.577742007604895,15.1594539856502
Spring,21.72,7.55,3.4968246273578485,7.4,0.765,400.0,4.0,33.0,22.7,14.032710088953786,10.759238804251703,14.194006714982022
River,22.04,7.7,3.163873145201163,7.5,0.68,400.0,4.0,32.5,23.3,14.640669781219506,8.460228260927313,15.446047810634177
Lake,22.19,7.65,3.551713557878737,7.5,0.73,600.0,6.0,55.5,23.3,19.92821474624973,18.54068942129225,14.747072959730744
Spring,21.34,7.7,3.334225998192802,7.4,1.41,750.0,7.5,33.0,22.6,13.656311995697555,10.98295081431827,17.438345991233227
Pond,21.06,7.5,4.593570817536282,7.15,0.84,300.0,3.0,29.0,22.85,11.696805490715873,18.999730881407352,21.26128040764497
Tap,24.04,7.6,4.940819878474725,7.3,0.8,300.0,3.0,29.0,22.75,11.163658841214067,14.687249523810342,16.697298810346393
Well,21.64,7.75,3.8710136793416914,7.25,1.47,700.0,7.0,32.5,22.85,10.314720743660429,14.421581244801626,9.52764492341121
Spring,15.37,7.75,4.114972069445013,8.25,1.39,600.0,6.0,76.0,23.0,12.674643295157956,13.77636450943068,21.739028809434004
Spring,43.98,8.0,3.413684153823809,8.75,4.36,1600.0,16.0,160.0,21.0,15.362710127755085,18.74483623046648,28.07912153457193
Lake,46.26,8.0,3.319357899335868,9.2,4.165,7900.0,79.0,720.5,20.5,18.890433694846703,10.800712685956691,37.629247793791976
Lake,18.43,7.95,4.636562038634828,8.4,3.56,2500.0,25.0,250.0,20.0,20.268176792302334,14.950437975139092,12.899959047488652
Well,16.87,8.05,3.8944550218423295,10.05,4.195,2050.0,20.5,235.0,21.0,12.56867147764576,20.453023982789546,20.720506094490084
Pond,46.03,7.9,2.481376922836772,8.2,2.875,9000.0,90.0,760.0,21.0,20.826163504981952,17.086802679267894,9.164195308221672
Pond,18.58,7.95,3.654830660958196,9.75,3.04,2050.0,20.5,230.0,21.0,19.308721689129424,9.30683676847132,20.568932328459425
Spring,19.87,7.65,3.8121908733076215,7.15,0.575,200.0,2.0,45.0,25.0,9.619937424266752,10.67386786054008,10.576196430871214
Well,38.82,8.15,9.808600134517832,7.55,0.89,200.0,2.0,36.0,20.75,2.8388492396665246,18.57516257635597,23.819934264405816
Pond,13.6,7.9,3.0880887737658207,7.5,1.5,200.0,2.0,37.5,20.5,9.231224902976356,17.477533691649498,10.792855650341934
Lake,14.08,8.1,3.579708320235065,7.65,0.915,200.0,2.0,37.5,20.5,15.31475217376291,11.125044085756986,5.214883555628508
River,14.19,8.15,2.0507162130904293,7.65,1.32,200.0,2.0,42.5,20.5,11.096302085996852,15.969511644846746,12.076072422189988
River,14.32,8.2,3.031484618345285,7.6,0.6,200.0,2.0,38.5,20.75,6.40748138069415,9.377244802366928,3.2670106380098067
Spring,14.22,8.05,2.2996787154390868,7.6,0.935,200.0,2.0,38.5,20.5,8.735490512194193,4.279019090438864,17.76943404615383
Spring,14.87,8.05,2.381437308117652,7.35,1.32,200.0,2.0,40.0,20.75,14.265577954684112,8.120720533159123,3.8968223368794495
Lake,14.88,8.05,2.453803037880565,7.45,1.43,200.0,2.0,41.0,20.75,13.35823348879571,18.6970824911376,14.811559054333332
Spring,14.09,8.2,2.068004615160092,7.85,0.575,1250.0,12.5,57.0,30.5,9.506439879508363,10.066253468910135,3.0465166250991573
Tap,13.63,8.2,2.5242608139724134,7.7,0.585,1150.0,11.5,36.0,30.5,9.0193736957441,10.176771276089696,12.05153797511672
Tap,15.24,8.3,2.084524941794481,8.0,1.26,2950.0,29.5,87.0,27.0,10.580439351344454,11.543938157563655,23.752379164857683
Tap,16.0,8.1,2.6352284128899197,7.7,0.3,4550.0,45.5,93.0,27.5,7.694632438316103,19.856766292025064,16.24560140081711
Spring,18.4,8.2,2.4748809452754315,7.3,0.3,10450.0,104.5,240.0,27.5,18.993274547980626,20.626925926585702,11.915078886500009
River,17.16,8.1,2.630525976566795,7.5,1.035,200.0,2.0,47.0,20.5,9.569265912972885,20.85777430827761,13.914730478757209
Pond,17.81,7.5,3.046218168979201,7.6,2.035,1250.0,12.5,62.5,22.85,17.115771616886118,12.750494898894448,16.03150276283275
Well,58.75,8.15,13.461614334715833,4.8,2.19,2100.0,21.0,484.5,21.0,18.919511746145936,15.321681409611497,19.040253421472304
Well,20.78,7.7,4.377695612912878,7.4,0.78,600.0,6.0,33.0,22.25,14.169358057718656,4.987677545248164,6.8203986143616735
River,23.01,7.7,4.500458593812191,7.05,0.87,550.0,5.5,32.5,22.15,9.055998135103907,17.64349278404031,17.0067962524422
Well,21.29,7.6,3.5112223776007245,7.1,0.855,400.0,4.0,40.0,22.75,12.036507753620365,6.493720585514663,0.0
Tap,19.35,7.7,3.6746661527146127,7.5,0.775,700.0,7.0,29.0,22.45,10.439388009019716,12.261720894087697,10.62265332838454
River,19.51,7.5,4.000693561685894,7.4,0.795,600.0,6.0,29.0,22.3,7.213426205914562,6.760298242479501,11.348498457148184
River,18.26,8.1,2.415297359439314,7.35,0.935,200.0,2.0,64.5,21.0,11.788598211288477,8.95867787653923,17.177573371521714
Spring,28.89,8.35,5.271680096189968,7.25,1.045,300.0,3.0,129.5,21.0,6.522674128916858,8.158073277683247,14.28386080813968
Spring,24.18,7.6,3.9186881205270767,7.4,2.76,450.0,4.5,65.0,23.5,17.881199698339913,11.7194508455678,9.579219053476216
Pond,19.92,7.85,3.91029933429658,7.3,0.73,400.0,4.0,15.0,28.5,8.656579696732472,8.934808662918734,8.634951989522149
Lake,21.37,7.7,3.3683704217287413,7.35,0.41,300.0,3.0,10.5,25.0,10.57238566685667,8.386794640310885,14.196870241918774
River,20.43,7.65,2.7225589496677403,7.3,3.15,200.0,2.0,57.5,25.0,15.067786716289294,18.23954619498156,16.881855018103312
Lake,25.41,7.6,3.4362287810584187,7.5,0.57,1200.0,12.0,41.5,24.5,9.448627348931526,6.60348490496481,10.755656257328654
Lake,39.17,7.65,8.024042473330692,6.4,2.66,400.0,4.0,49.0,21.0,15.566913137059672,15.079471438779033,14.218107129042782
Pond,45.34,7.55,5.129861250860741,5.95,1.24,5300.0,53.0,195.0,30.5,11.140317990594582,18.73599286879596,19.737099672690363
Pond,33.82,7.4,7.547841687447796,5.9,2.64,400.0,4.0,45.0,16.0,16.5612090232797,11.960537003443983,13.980634062715849
Well,24.44,7.6,4.819296229388687,7.35,1.565,300.0,3.0,45.0,24.0,6.698495958864462,9.422148901462272,14.487687927445425
River,36.42,7.6,6.66923996886552,6.2,3.385,400.0,4.0,43.0,21.0,14.986066671603163,14.265558728506178,28.911671063386883
Pond,32.43,7.7,7.966960100676341,6.55,0.595,500.0,5.0,56.5,28.0,17.34715332180666,16.01072078391162,6.2630076172353375
Lake,42.99,7.6,7.894491900118772,6.0,2.855,600.0,6.0,65.0,20.0,10.128084764958704,15.337671639317756,7.552126428918005
Pond,35.3,7.7,9.17408194609892,5.7,2.42,400.0,4.0,58.0,24.0,10.551708307590198,11.565084721234468,20.33794848065019
Spring,40.760000000000005,7.75,7.523699335658207,6.5,2.21,500.0,5.0,54.0,18.0,14.641806637613616,15.542996534756837,12.557438838980312
River,48.54,8.05,8.944793317358023,5.85,3.39,2800.0,28.0,165.0,24.0,16.04251656464321,11.452470452151582,16.98203415654123
Spring,52.88,8.1,9.807722227885089,5.65,4.43,2900.0,29.0,200.0,24.5,18.326510359539697,20.52589457178467,16.229378558858738
Lake,68.15,8.1,13.25314640460722,4.4,3.55,2500.0,25.0,175.0,20.0,17.39960497037427,17.991882481712356,17.49952846846525
River,24.11,7.6,5.211554065238426,7.25,2.9,4750.0,47.5,255.0,27.2,17.52204505631302,14.594241272871928,26.636945226867518
Lake,33.18,7.9,8.917846056032571,7.0,3.7,11200.0,112.0,556.0,26.6,22.71214615032274,15.718844894026802,25.928308323379905
Well,30.66,7.7,6.935146572671191,7.55,3.2,10600.0,106.0,346.0,26.05,19.15698742454613,14.557883476410884,25.267495160547565
River,20.11,7.65,4.8899020889576414,7.05,1.0,2200.0,22.0,130.5,23.5,10.50264154171949,14.426573908998067,7.427744586550106
Spring,14.21,7.6,3.97078431032895,7.6,0.56,91500.0,915.0,1995.0,26.5,43.22165182491752,45.82923695333299,37.5731685597372
Tap,14.93,7.55,2.139177749936356,7.0,0.515,91500.0,915.0,1880.0,26.5,47.64828700745104,37.94639921840472,28.83570324541833
Tap,19.58,7.95,4.476552372264762,7.0,0.465,128500.0,1285.0,3300.0,26.5,52.59989395153204,54.56859789314687,51.413259413146
Well,16.47,7.85,4.16353606359027,7.2,0.47,126500.0,1265.0,2845.0,26.5,48.83651790559367,43.25795118739484,59.81700212572034
Well,15.98,7.85,3.273477306978504,8.6,0.505,65650.0,656.5,1224.5,26.0,36.02866782289271,29.71265982771144,37.52545093659199
Pond,17.74,7.9,4.435572936685654,8.1,0.535,112450.0,1124.5,2570.0,26.5,47.34261166462777,47.37503684471918,49.23447143468119
Tap,16.82,7.55,3.69800740664209,7.7,0.47,118900.0,1189.0,2615.0,27.0,41.8838664526549,45.70225341199405,52.28225359108598
Tap,19.66,7.75,4.54329489373645,6.7,0.58,96000.0,960.0,2845.0,26.0,45.427872469841,38.283960941834025,41.4803955761403
Lake,16.55,7.5,3.54716138230396,9.1,1.39,7150.0,71.5,434.0,25.0,11.678098554087985,11.579754114589692,17.958519993994916
Pond,15.46,7.45,4.083891030829904,7.5,0.94,113900.0,1139.0,2515.0,28.0,48.55768444661433,49.800889119966655,55.38723901461216
Pond,16.48,7.55,4.002210421650607,6.9,0.545,66150.0,661.5,1689.5,26.5,33.42086023540903,31.60278176694367,26.8053225597259
Tap,21.200000000000003,7.65,3.918801331037601,8.0,0.76,67250.0,672.5,1735.0,25.5,33.61915149617042,23.714189918138366,37.34216190143053
Spring,23.32,7.3,2.544061516938766,4.45,0.45,1300.0,13.0,36.5,25.15,12.837948072594802,2.1950945571194067,18.357734233849232
Well,24.94,7.6,5.881196887963753,6.6,3.3,9100.0,91.0,329.0,26.55,15.685600931054989,15.368119007723614,18.345299414336797
Spring,27.93,7.4,3.2837209060901897,7.6,0.855,2500.0,25.0,92.0,25.35,13.164679783441166,14.002921084683988,18.193890502188527
Pond,26.18,7.3,3.4472260711891485,7.5,0.7,1700.0,17.0,39.5,25.35,9.817920889419185,0.0885796931195584,28.543039373437352
Well,25.06,7.35,2.2895077595898687,7.9,0.63,300.0,3.0,12.0,25.5,12.891543875082135,8.927462676298155,12.982105496372466
Well,14.87,7.15,3.8948874284482073,6.75,0.575,87250.0,872.5,1915.0,27.0,41.605798812821874,37.1180748143052,44.12403605184007
River,14.71,7.55,4.28770039932272,8.2,0.845,96500.0,965.0,2220.0,25.0,39.45230456634904,48.55971675956914,41.77822104938591
Tap,17.330000000000002,7.6,4.435562351715846,7.9,0.705,91500.0,915.0,2845.0,25.0,44.972768407418286,39.30192875415053,44.64417087202644
Lake,15.85,7.5,3.5869882339160792,7.9,0.85,45000.0,450.0,1445.0,25.5,23.584555582042377,27.53340561832825,30.94233969494748
Spring,16.64,7.25,4.475606961081972,8.3,0.495,116500.0,1165.0,2845.0,26.0,52.04544142454582,49.35640448579599,52.644798541242224
Pond,43.04,7.9,9.170962313489223,6.4,4.1,7500.0,75.0,280.0,26.85,19.3937992535906,9.732517365599364,15.990969148703288
Tap,22.79,7.5,4.355937732411073,7.1,1.01,1300.0,13.0,249.5,22.6,17.846067160422827,15.13079522595654,15.482442448942086
Tap,31.16,8.0,6.495956844541298,6.7,1.2,5000.0,50.0,262.0,23.5,11.859620670617998,14.34301359717428,23.471181494244256
Lake,15.79,7.75,2.6896040394870724,7.8,0.455,121500.0,1215.0,3000.0,27.5,49.41505347922846,52.45794272289044,55.52887940136365
River,14.85,7.85,3.199243257979345,7.75,0.455,71500.0,715.0,1895.0,26.0,33.78709025974012,50.42631388181516,41.66149374090502
Spring,17.78,7.55,4.009209189594776,6.95,0.48,88900.0,889.0,1565.0,26.0,38.6561931775413,31.00330294433096,41.298079455261
Spring,19.48,7.6,5.5882186561376415,6.9,0.53,112250.0,1122.5,2565.0,26.25,50.65126757835493,54.66019006250761,54.15708460181096
Tap,18.53,7.2,4.288463686882081,6.85,0.93,139500.0,1395.0,3150.0,26.5,51.57833853025782,55.73417661940905,61.33283600593794
River,23.73,7.3,3.765449735595568,6.2,0.68,126500.0,1265.0,3000.0,25.75,48.89210959760782,53.53173021325062,50.36255112621672
Tap,18.66,7.25,4.914702790591744,6.5,1.255,115100.0,1151.0,2451.0,25.5,45.87795248241152,49.2640719318507,53.97611817349514
Lake,28.36,7.55,2.6444323454960577,6.55,1.02,159500.0,1595.0,3550.0,28.0,67.88786931764872,61.85579695951808,61.56959688549788
Spring,14.75,8.0,3.617807279054283,8.4,3.805,57250.0,572.5,1815.0,26.5,40.50855484674,31.974280194390097,33.84434566300622
Lake,32.4,7.45,4.635432596943484,7.5,0.925,2700.0,27.0,109.5,25.5,11.094352564110665,13.654643606774105,15.75871453166127
River,16.1,8.15,2.635706877110079,7.85,0.565,41150.0,411.5,1247.0,27.0,23.19162013280741,17.892491038645336,28.400865031796712
Lake,14.04,7.4,4.1968770216034645,6.85,0.95,70500.0,705.0,2245.0,25.0,34.54394395055275,37.55019343743415,31.037745711019262
Lake,14.81,7.4,3.919248203747207,7.9,0.485,46000.0,460.0,1445.0,25.0,29.580512617660336,23.965797177001008,33.7656245868658
Spring,12.66,7.45,3.0423560430495997,6.65,0.7,37250.0,372.5,1265.0,24.0,19.29633305821191,18.43175062042082,28.719521788243725
Lake,12.21,7.4,3.4413909330531425,6.9,0.87,45000.0,450.0,1265.0,24.5,26.442729062567334,24.065211202147594,24.98005970508162
Well,14.4,7.4,4.7603464289021975,6.75,0.905,68900.0,689.0,2615.0,26.0,37.25745285435799,39.08319944195358,28.65611618271513
Pond,13.53,7.4,3.590933127529248,6.65,0.915,85100.0,851.0,1365.0,24.65,40.98290657385485,36.88218725635807,41.16109508563036
Pond,14.52,7.55,3.624110293150168,6.9,1.78,122000.0,1220.0,2695.0,26.5,53.60547530027651,53.97968381567513,53.106738136522615
Lake,20.93,7.35,5.145319550229878,6.75,3.58,115650.0,1156.5,2515.0,25.5,57.24852004814522,50.06773358675692,56.63146315326506
Spring,15.39,7.8,3.450077815267604,7.9,0.51,25350.0,253.5,1222.5,25.5,8.494263602485594,22.17083565768446,19.713366026992556
Tap,14.74,7.75,4.165167908272123,8.2,0.535,91500.0,915.0,2695.0,26.5,43.20477494563379,43.51921129798742,33.14144944603378
Tap,13.69,7.7,2.9469580870455663,8.1,0.45,41750.0,417.5,1365.0,26.5,21.430271349587716,31.99782355701412,24.89866409857669
River,15.59,7.5,3.785783118609696,7.4,0.455,20400.0,204.0,795.0,25.5,9.943696625015564,16.565487063217887,18.29331838005739
Tap,16.869999999999997,7.6,3.886171276617442,7.4,0.8,101500.0,1015.0,2220.0,25.0,46.37605200459433,47.11885775143885,50.40773951963352
Spring,16.41,7.2,4.239489912873196,7.9,0.97,136500.0,1365.0,3300.0,26.0,61.58610855220643,56.42096605295343,55.378480960747126
Well,17.23,7.65,4.541831052643474,7.9,0.495,71500.0,715.0,1645.0,25.0,33.428052296414194,39.4880569409352,45.41311283645191
River,15.990000000000002,7.05,3.8937699721289496,7.5,1.57,118900.0,1189.0,2545.0,26.5,55.04136371391032,48.14818583938589,44.2463886097426
Pond,15.150000000000002,7.35,3.1199918005726266,7.45,0.825,88900.0,889.0,1815.0,22.0,46.20116135029594,43.35132128583232,49.7576126478163
Lake,15.17,7.45,3.6150625323533134,7.55,0.76,115500.0,1155.0,4945.0,22.5,53.969071718033,48.0134841610282,50.55679626287674
Spring,13.98,7.75,2.6356181421088465,7.2,0.6,101500.0,1015.0,2650.0,28.8,50.19254608754628,43.73879403208986,51.251804739251504
Tap,31.25,7.5,8.027853369961944,6.1,3.92,118900.0,1189.0,4115.0,27.5,57.960711641166455,55.12355059220877,58.08881353477056
